000000.000000 (000.000000)  Recording Start: Mon Apr 03 06:44:04 PM
000000.000022 (000.000022)  DebugLevel 4
000000.000041 (000.000019)  DebugRxFilter 1
000000.000059 (000.000018)  **************** NEW CLIENT SESSION ****************
000002.486943 (002.486884)  Connect() ID = 00 Dev = 01 Proto = J1939:Channel=1;Baud=Auto txSz = 00000 rxSz = 00000 Pkt = 0
000002.755789 (000.004194)  Rx() ID = 00 Ret = 0030 Sz = 02048 Blk = 1 Data:  00 1E 93 3E 00 E1 FE 00 87 0F FF 03 02 60 22 45 80 4D 21 C0 30 1A 20 3F 19 20 3F 4F 05 19
000002.760242 (000.004453)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 93 3F 00 03 F0 00 03 00 FF DD 00 00 FF FF FF 00 FF
000002.764934 (000.004692)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 93 51 00 04 F0 00 03 00 FF F8 00 FF 00 00 00 F0 7D
000002.769705 (000.004771)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 93 52 00 F0 FE 00 06 00 FF FF FF FF 00 00 F1 00 FF
000002.773944 (000.004239)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 93 65 00 04 F0 00 03 00 FF F8 00 FF 00 00 00 F0 7D
000002.778644 (000.004700)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 93 66 00 E0 FE 00 06 00 FF 55 BD 3A 00 55 BD 3A 00
000002.783136 (000.004492)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 93 7A 00 04 F0 00 03 00 FF F8 00 FF 00 00 00 F0 7D
000002.787432 (000.004296)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 93 7B 00 E4 FE 00 06 00 FF 00 3F FC FC 03 3F FF FF
000002.791895 (000.004463)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 93 8D 00 04 F0 00 03 00 FF F8 00 FF 00 00 00 F0 7D
000002.796261 (000.004365)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 93 8E 00 F1 FE 00 06 00 FF F7 00 00 00 00 00 00 30
000002.800213 (000.003952)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 93 8F 00 DD FE 00 06 00 FF FF FF FF FF FF FF FF FF
000002.803983 (000.003770)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 93 A1 00 04 F0 00 03 00 FF F8 00 FF 00 00 00 F0 7D
000002.810750 (000.006767)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 93 A2 00 03 F0 00 03 00 FF DD 00 00 FF FF FF 00 FF
000002.814816 (000.004066)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 93 B5 00 04 F0 00 03 00 FF F8 00 FF 00 00 00 F0 7D
000002.818679 (000.003863)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 93 B6 00 C1 FE 00 06 00 FF 41 7D BC 05 41 7D BC 05
000002.822708 (000.004028)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 93 C9 00 04 F0 00 03 00 FF F8 00 FF 00 00 00 F0 7D
000002.827071 (000.004363)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 93 CA 00 F7 FE 00 06 00 FF FF FF FF FF FF FF FD 00
000002.831806 (000.004735)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 93 DD 00 04 F0 00 03 00 FF F8 00 FF 00 00 00 F0 7D
000002.835787 (000.003981)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 93 DE 00 01 F0 00 06 00 FF FF FF FF FF 00 FF FF FF
000002.840350 (000.004563)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 93 DF 00 DF FE 00 06 00 FF 7C 00 13 FF FF FF FF FF
000002.844726 (000.004375)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 93 F1 00 04 F0 00 03 00 FF F8 00 FF 00 00 00 F0 7D
000002.848628 (000.003903)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 93 F3 00 00 F0 00 06 0F FF 00 7D FF FF 0F FF FF FF
000002.852421 (000.003792)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 93 F4 00 01 F0 00 06 0B FF CC FF F0 FF FF 5F FF FF
000002.856200 (000.003779)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 93 F5 00 F2 FE 00 06 00 FF 00 00 00 00 00 00 FF FF
000002.860627 (000.004427)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 93 FE 00 BF FE 00 06 0B FF 00 00 7D 7D 7D 7D FF FF
000002.864447 (000.003820)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 94 04 00 04 F0 00 03 00 FF F8 00 FF 00 00 00 F0 7D
000002.868603 (000.004156)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 94 06 00 03 F0 00 03 00 FF DD 00 00 FF FF FF 00 FF
000002.872485 (000.003882)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 94 18 00 04 F0 00 03 00 FF F8 00 FF 00 00 00 F0 7D
000002.877470 (000.004985)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 94 1A 00 F0 FE 00 06 00 FF FF FF FF 00 00 F1 00 FF
000002.882031 (000.004561)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 94 2C 00 04 F0 00 03 00 FF F8 00 FF 00 00 00 F0 7D
000002.886180 (000.004149)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 94 2D 00 E0 FE 00 06 00 FF 55 BD 3A 00 55 BD 3A 00
000002.890461 (000.004281)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 94 41 00 04 F0 00 03 00 FF F8 00 FF 00 00 00 F0 7D
000002.894950 (000.004489)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 94 42 00 FF FE 00 06 00 FF FF FF FF FF FF FF FF FF
000002.899289 (000.004339)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 94 55 00 04 F0 00 03 00 FF F8 00 FF 00 00 00 F0 7D
000002.903398 (000.004108)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 94 56 00 F1 FE 00 06 00 FF F7 00 00 00 00 00 00 30
000002.907498 (000.004100)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 94 69 00 04 F0 00 03 00 FF F8 00 FF 00 00 00 F0 7D
000002.912204 (000.004706)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 94 6A 00 03 F0 00 03 00 FF DD 00 00 FF FF FF 00 FF
000002.916082 (000.003877)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 94 7C 00 04 F0 00 03 00 FF F8 00 FF 00 00 00 F0 7D
000002.920353 (000.004271)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 94 90 00 04 F0 00 03 00 FF F8 00 FF 00 00 00 F0 7D
000002.924160 (000.003807)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 94 A5 00 04 F0 00 03 00 FF F8 00 FF 00 00 00 F0 7D
000002.927187 (000.003027)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 94 A6 00 01 F0 00 06 00 FF FF FF FF FF 00 FF FF FF
000002.931072 (000.003885)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 94 B9 00 04 F0 00 03 00 FF F8 00 FF 00 00 00 F0 7D
000002.934771 (000.003699)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 94 BA 00 00 F0 00 06 0F FF 00 7D FF FF 0F FF FF FF
000002.938034 (000.003263)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 94 BB 00 F2 FE 00 06 00 FF 00 00 00 00 00 00 FF FF
000002.941876 (000.003842)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 94 BC 00 01 F0 00 06 0B FF CC FF F0 FF FF 5F FF FF
000002.946332 (000.004456)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 94 C6 00 BF FE 00 06 0B FF 00 00 7D 7D 7D 7D FF FF
000002.950185 (000.003853)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 94 CC 00 04 F0 00 03 00 FF F8 00 FF 00 00 00 F0 7D
000002.953925 (000.003740)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 94 CD 00 03 F0 00 03 00 FF DD 00 00 FF FF FF 00 FF
000002.957763 (000.003838)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 94 E0 00 04 F0 00 03 00 FF F8 00 FF 00 00 00 F0 7D
000002.962005 (000.004242)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 94 E1 00 F0 FE 00 06 00 FF FF FF FF 00 00 F1 00 FF
000002.966257 (000.004253)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 94 F4 00 04 F0 00 03 00 FF F8 00 FF 00 00 00 F0 7D
000002.970673 (000.004416)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 94 F5 00 E0 FE 00 06 00 FF 55 BD 3A 00 55 BD 3A 00
000002.973886 (000.003213)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 95 08 00 04 F0 00 03 00 FF F8 00 FF 00 00 00 F0 7D
000002.977882 (000.003995)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 95 1D 00 04 F0 00 03 00 FF F8 00 FF 00 00 00 F0 7D
000002.981886 (000.004004)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 95 1E 00 F1 FE 00 06 00 FF F7 00 00 00 00 00 00 30
000002.985646 (000.003760)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 95 30 00 04 F0 00 03 00 FF F8 00 FF 00 00 00 F0 7D
000002.989769 (000.004122)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 95 31 00 03 F0 00 03 00 FF DD 00 00 FF FF FF 00 FF
000002.994041 (000.004272)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 95 44 00 04 F0 00 03 00 FF F8 00 FF 00 00 00 F0 7D
000002.998516 (000.004475)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 95 58 00 04 F0 00 03 00 FF F8 00 FF 00 00 00 F0 7D
000003.008503 (000.009987)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 95 6C 00 04 F0 00 03 00 FF F8 00 FF 00 00 00 F0 7D
000003.010578 (000.002075)  Rx() ID = 00 Ret = 0019 Sz = 02048 Blk = 1 Data:  00 1E 95 6E 00 01 F0 00 06 00 FF FF FF FF FF 00 FF FF FF
